id,description,theme,genre
1018632,"Caye is a young prostitute whose family is unaware of her profession. She meets her striking Dominican neighbour Zulema, an illegal immigrant, after she finds her in the bathroom, badly beaten up. They strike up a close friendship unbeknownst to Caye's xenophobic co-workers.",Moving relationship stories|Emotional teen coming-of-age stories|Heartbreaking and moving family drama|Emotional LGBTQ relationships|Touching and sentimental family stories|Emotional and touching family dramas,Drama
1009224,"Aspiring club promoters and best buds Damon and Kevin are barely keeping things together. Out of money, down on their luck and about to lose the roofs over their heads—and freshly fired from their low-lift jobs as house cleaners—the pair needs a huge windfall to make their problems go away. In a ‘what the hell?’ move, they decide to host the party of the year at an exclusive mansion, the site of their last cleaning job, which just happens to belong to none other than LeBron James. No permission? No problem. What could go wrong?","Crude humor and satire|Gags, jokes, and slapstick humor|Funny jokes and crude humor|Laugh-out-loud relationship entanglements|Teen school antics and laughter|Catchy songs and hilarious musical comedy",Comedy
1057307,"Hugh Hefner, Stan Lee, Mark Hamill and Kevin Smith journey into the world of comic book fandom! Documentary filmmaker Donald Swan heads to the world's largest comic book convention where he encounters a culture of craziness that he's totally unprepared for.",Crude humor and satire|Superheroes in action-packed battles with villains,Comedy|Action|Mystery|Drama|Fantasy|Thriller|Adventure
1005780,"After starting at an upmarket boarding school, a teenage girl forms close friendships with her two older roommates. However, when she discovers that her new friends are lovers she finds herself caught in a complicated situation.",Moving relationship stories|Underdogs and coming of age|Emotional LGBTQ relationships|Emotional teen coming-of-age stories|Student coming-of-age challenges|Erotic relationships and desire|Touching and sentimental family stories,Drama|Romance
1000135,"A wealthy entrepreneur secretly creates a theme park featuring living dinosaurs drawn from prehistoric DNA. Before opening day, he invites a team of experts and his two eager grandchildren to experience the park and help calm anxious investors. However, the park is anything but amusing as the security systems go off-line and the dinosaurs escape.","Monsters, aliens, sci-fi and the apocalypse|Sci-fi monster and dinosaur adventures|Sci-fi horror, creatures, and aliens|Thought-provoking sci-fi action and future technology",Science Fiction|Adventure
1029365,"In 1996, electric cars began to appear on roads all over California. They were quiet and fast, produced no exhaust, and ran without gasoline... Ten years later, these cars were destroyed.","Politics and human rights|Politics, propaganda, and political documentaries|Riveting political and presidential drama|Humanity's odyssey: earth and beyond",Documentary
1052691,"With nowhere else to hide, a group of mercenaries and their prisoners take cover inside a long abandoned Bulldog tank. But, while they try to keep the forces outside at bay, the real enemy is already among them, locked inside the 'Belly of the Bulldog'. After collaborating closely with Ben Wheatley on FREE FIRE, HIGH-RISE, A FIELD IN ENGLAND and KILL LIST, director Nick Gillespie makes his feature debut.","Horror, the undead and monster classics|Twisted dark psychological thriller",Horror|Thriller|Action
1022430,"Born free in the American West, Black Beauty is a horse rounded up and brought to Birtwick Stables, where she meets spirited teenager Jo Green. The two forge a bond that carries Beauty through the different chapters, challenges and adventures.",Moving relationship stories|Adorable animals and heartwarming families|Touching and sentimental family stories|Powerful stories of heartbreak and suffering,Drama
1016377,A struggling young dancer joins forces with two breakdancers and together they become a street sensation.,Song and dance|Dance rhythms and catchy tunes,Music|Romance|Drama
1008660,If they missed Beatles' first appearance in the U.S.A. they would hate themselves for the rest of their lives! So four young girls from New Jersey set off even though they don't have tickets for the show! The journey is full of surprises and misfortunes but the young ladies are determined to reach their idols.,"Underdogs and coming of age|Gags, jokes, and slapstick humor|Legendary musicians and stardom|Teen school antics and laughter|Catchy songs and hilarious musical comedy",Comedy|Music
1006944,Retired military commander Colonel Dale Murphy hosts the simulated post-apocalyptic reality show where participants are challenged to survive a remote West Virginia wasteland. But the show turns into a nightmarish showdown when each realizes they are being hunted by an inbred family of cannibals determined to make them all dinner!,"Horror, the undead and monster classics|Gory, gruesome, and slasher horror|Extreme gory horror and cannibalism|Sci-fi horror, creatures, and aliens|Graphic violence and brutal revenge|Survival horror and zombie carnage",Horror|Thriller
1039367,"In Thebes in ancient Greece, King Oedipus kills his father and marries his mother Jocasta, having two sons - Eteocles and Polyneices - and two daughters - Ismene and Antigone. King Oedipus dies a beggar in the exile after gouging out his own eye, and Eteocle agrees to reign in Thebes in alternating years with Polynices. However, he refuses to resign after the first year and Polynieces raises an army and attacks Thebes, and they kill each other. The ruler of Thebes Creon decrees that Eleocles should have an honorable burial while the body of the traitor Polyneices should be left on the battlefield to be eaten by the jackals and vultures. However, Antigone, who was betrothed to Creon's surviving son Haemon, defies Creon's orders and buries her brother. When Creon is reported of the attitude of Antigone, he sentences her to be placed in a tomb alive. Antigone hangs herself in the tomb and Haemon tries to kill his father first and then he kills himself with his sword...",Epic heroes|Captivating vision and Shakespearean drama,History|Drama
1011468,A young woman unleashes terrifying demons when supernatural forces at the root of a decades-old rift between mother and daughter are ruthlessly revealed.,"Horror, the undead and monster classics|Twisted dark psychological thriller|Terrifying, haunted, and supernatural horror|Sci-fi horror, creatures, and aliens",Horror|Science Fiction|Drama
1021309,"Larita Filton is named as correspondent in a scandalous divorce case. She escapes to France to rebuild her life where she meets John Whittaker. They are later married, but John's well-to-do family finds out Larita's secret.",Relationship comedy|Passion and romance|Enduring stories of family and marital drama|Charming romances and delightful chemistry,Drama|Romance
